val_original/ILSVRC2012_val_00015059.JPEG 116,444,307,13
train/n01440764/n01440764_4616.JPEG 6,6,793,380,0
val_original/ILSVRC2012_val_00000293.JPEG 175,184,499,341,0 236,129,498,280,0
train/n01440764/n01440764_2853.JPEG 123,183,325,235,0
train/n01440764/n01440764_10649.JPEG 13,67,202,136,0
train/n02443114/n02443114_10742.JPEG 55,53,352,498,81
train/n02443114/n02443114_7107.JPEG 1,3,329,448,81
train/n02443114/n02443114_14688.JPEG 1,1,42,43,81
train/n02443114/n02443114_16215.JPEG 1,2,99,74,81
train/n02443114/n02443114_5456.JPEG 94,116,387,305,81
train/n02443114/n02443114_5779.JPEG 209,120,418,374,81
train/n02119022/n02119022_8721.JPEG 16,15,370,374,55
train/n02119022/n02119022_10242.JPEG 137,45,415,289,55
train/n02119022/n02119022_11234.JPEG 220,53,311,315,55
train/n02119022/n02119022_54.JPEG 1,3,73,79,55
train/n02119022/n02119022_4291.JPEG 188,130,591,423,55
train/n02119022/n02119022_7560.JPEG 93,2,319,217,55
train/n02514041/n02514041_8982.JPEG 3,136,464,260,96
train/n02514041/n02514041_5849.JPEG 32,126,583,384,96
train/n02514041/n02514041_7145.JPEG 21,26,398,263,96
train/n02514041/n02514041_9622.JPEG 1,158,372,317,96
train/n02514041/n02514041_9772.JPEG 71,219,421,356,96
train/n01695060/n01695060_14247.JPEG 21,90,441,306,17
train/n01695060/n01695060_16512.JPEG 1,70,474,297,17
train/n01695060/n01695060_2921.JPEG 39,1,499,321,17
train/n01695060/n01695060_38480.JPEG 1,39,499,335,17
val_original/ILSVRC2012_val_00037262.JPEG 111,134,499,367,17
train/n01695060/n01695060_14597.JPEG 31,171,499,329,17
train/n01695060/n01695060_32205.JPEG 1,98,463,313,17
val_original/ILSVRC2012_val_00034669.JPEG 15,48,499,365,17
train/n01695060/n01695060_10387.JPEG 1,37,428,343,17
train/n01592084/n01592084_4794.JPEG 153,83,229,166,7
train/n01592084/n01592084_1473.JPEG 23,61,498,471,7
train/n01592084/n01592084_6372.JPEG 149,16,433,377,7
train/n01592084/n01592084_2950.JPEG 38,72,407,235,7
train/n01592084/n01592084_4316.JPEG 162,95,259,283,7
train/n01644373/n01644373_2863.JPEG 117,81,266,446,11
train/n01644373/n01644373_5443.JPEG 163,140,358,314,11
train/n01644373/n01644373_3986.JPEG 26,78,358,296,11
train/n01644373/n01644373_31.JPEG 152,87,478,383,11
train/n01644373/n01644373_3848.JPEG 225,134,366,256,11
train/n01644373/n01644373_10523.JPEG 20,18,325,492,11
train/n01695060/n01695060_23760.JPEG 1,213,282,348,17
train/n01695060/n01695060_17598.JPEG 41,22,499,333,17
train/n02006656/n02006656_4634.JPEG 73,49,307,352,39
train/n02006656/n02006656_3762.JPEG 1,86,372,340,39
train/n02006656/n02006656_564.JPEG 1,1,300,397,39
train/n01582220/n01582220_6276.JPEG 170,107,311,245,6
val_original/ILSVRC2012_val_00002536.JPEG 40,43,403,470,6
train/n01582220/n01582220_11588.JPEG 58,106,280,380,6
train/n01582220/n01582220_9385.JPEG 194,93,412,265,6
train/n01582220/n01582220_1296.JPEG 103,164,188,257,6
train/n02013706/n02013706_2884.JPEG 81,53,303,498,43
train/n02013706/n02013706_2681.JPEG 117,74,345,374,43
train/n02013706/n02013706_1328.JPEG 60,27,424,255,43
train/n02013706/n02013706_5594.JPEG 144,75,384,253,43
train/n02013706/n02013706_3826.JPEG 75,11,499,332,43
train/n01675722/n01675722_3423.JPEG 1,192,647,766,14
train/n01675722/n01675722_2318.JPEG 4,10,191,122,14
train/n01675722/n01675722_4232.JPEG 66,126,489,286,14
val_original/ILSVRC2012_val_00022309.JPEG 112,108,363,244,14
train/n01675722/n01675722_4041.JPEG 24,72,450,283,14
train/n01675722/n01675722_991.JPEG 1,209,469,448,14
train/n02133161/n02133161_13921.JPEG 220,151,718,540,67
val_original/ILSVRC2012_val_00040347.JPEG 115,277,296,466,67
train/n02422106/n02422106_1380.JPEG 164,52,349,259,77
train/n02422106/n02422106_2033.JPEG 205,26,448,306,77
train/n02422106/n02422106_1402.JPEG 10,1,72,124,77
train/n01675722/n01675722_4114.JPEG 1,1,413,320,14
train/n01675722/n01675722_6853.JPEG 5,13,119,38,14
train/n01833805/n01833805_3358.JPEG 3,89,492,284,30
train/n01833805/n01833805_9948.JPEG 167,60,472,300,30
train/n01833805/n01833805_1215.JPEG 272,65,494,211,30
train/n01833805/n01833805_7859.JPEG 77,154,250,277,30
train/n01833805/n01833805_1552.JPEG 87,43,288,421,30
train/n01443537/n01443537_1832.JPEG 28,215,353,348,1
val_original/ILSVRC2012_val_00048864.JPEG 159,1,475,187,1 0,262,215,449,1 213,154,452,328,1
train/n01443537/n01443537_2266.JPEG 2,23,285,182,1
train/n01443537/n01443537_496.JPEG 1,68,471,423,1
train/n02130308/n02130308_944.JPEG 14,65,480,299,65
train/n02130308/n02130308_22031.JPEG 110,51,498,331,65
train/n02130308/n02130308_21500.JPEG 34,48,425,374,65
train/n02130308/n02130308_7061.JPEG 1,145,326,369,65
train/n02607072/n02607072_2145.JPEG 137,72,278,217,98
train/n02607072/n02607072_13520.JPEG 202,126,424,259,98
val_original/ILSVRC2012_val_00011375.JPEG 197,24,413,366,32
train/n01843383/n01843383_3079.JPEG 123,90,483,250,32
train/n01843383/n01843383_12547.JPEG 108,49,383,373,32
train/n01843383/n01843383_1795.JPEG 2,87,499,374,32
train/n01843383/n01843383_7441.JPEG 198,134,248,193,32
train/n02128925/n02128925_7735.JPEG 62,46,499,333,62
train/n02128925/n02128925_29086.JPEG 1,1,398,498,62
train/n02128925/n02128925_34109.JPEG 170,134,482,333,62
train/n02128925/n02128925_35165.JPEG 5,16,232,173,62
val_original/ILSVRC2012_val_00032344.JPEG 152,111,299,396,27
train/n01806567/n01806567_5784.JPEG 141,18,256,247,27 50,319,93,371,27 48,237,151,290,27 234,241,319,321,27
train/n01806567/n01806567_7113.JPEG 39,66,472,299,27
train/n02120505/n02120505_11527.JPEG 72,165,209,280,57 222,150,333,281,57
val_original/ILSVRC2012_val_00048756.JPEG 1,10,323,498,57
train/n02120505/n02120505_9907.JPEG 13,7,199,199,57
train/n02120505/n02120505_10238.JPEG 115,89,489,307,57
train/n02120505/n02120505_5237.JPEG 233,152,409,271,57 119,162,283,247,57
train/n02120505/n02120505_25407.JPEG 129,61,346,316,57
train/n02120505/n02120505_7740.JPEG 60,37,153,124,57
train/n02397096/n02397096_4828.JPEG 111,83,256,285,73 68,310,236,461,73
train/n02397096/n02397096_2670.JPEG 78,2,195,85,73
train/n02397096/n02397096_3460.JPEG 35,1,330,475,73
train/n02397096/n02397096_4535.JPEG 73,115,372,307,73
train/n02410509/n02410509_1009.JPEG 150,86,437,256,76
train/n02410509/n02410509_1152.JPEG 1,1,258,468,76
train/n02410509/n02410509_4138.JPEG 72,152,116,179,76 26,140,57,163,76 188,156,224,179,76
train/n02410509/n02410509_36829.JPEG 77,120,251,261,76
train/n02410509/n02410509_38002.JPEG 311,157,485,298,76 29,156,74,188,76
train/n02114367/n02114367_6501.JPEG 144,110,366,296,53
train/n02114367/n02114367_7193.JPEG 107,130,291,293,53
train/n02114367/n02114367_3962.JPEG 232,54,443,332,53 55,114,277,274,53
train/n02114367/n02114367_1231.JPEG 339,206,496,297,53
train/n02488702/n02488702_6079.JPEG 156,41,342,348,89
train/n02488702/n02488702_4690.JPEG 45,63,334,391,89
train/n02488702/n02488702_6513.JPEG 170,172,242,396,89
val_original/ILSVRC2012_val_00015257.JPEG 38,23,164,186,89
train/n02488702/n02488702_60.JPEG 186,72,498,374,89
train/n02488702/n02488702_5573.JPEG 73,136,231,366,89
train/n02488702/n02488702_3541.JPEG 148,67,267,498,89
val_original/ILSVRC2012_val_00046311.JPEG 75,186,263,482,25
train/n01873310/n01873310_13420.JPEG 1,2,365,260,36
train/n01873310/n01873310_26297.JPEG 137,90,397,316,36
val_original/ILSVRC2012_val_00009671.JPEG 0,113,424,240,36
train/n01498041/n01498041_5408.JPEG 27,14,499,332,2
train/n01498041/n01498041_774.JPEG 29,11,499,312,2
train/n01498041/n01498041_9197.JPEG 106,77,463,221,2
val_original/ILSVRC2012_val_00027005.JPEG 389,81,496,151,2 126,128,289,279,2
train/n02454379/n02454379_4913.JPEG 104,2,489,343,83
train/n02454379/n02454379_6091.JPEG 5,192,318,338,83
train/n02454379/n02454379_4491.JPEG 77,80,401,256,83
train/n02454379/n02454379_6382.JPEG 265,135,280,160,83
train/n01806567/n01806567_3208.JPEG 53,146,295,456,27
train/n01806567/n01806567_22336.JPEG 48,97,343,344,27
val_original/ILSVRC2012_val_00018134.JPEG 165,40,384,372,27
train/n01806567/n01806567_5038.JPEG 81,59,455,365,27
train/n01806567/n01806567_9380.JPEG 69,22,434,359,27
train/n01806567/n01806567_2365.JPEG 121,98,355,453,27
train/n01873310/n01873310_1380.JPEG 105,150,268,362,36
train/n01873310/n01873310_14379.JPEG 17,63,491,312,36
val_original/ILSVRC2012_val_00018571.JPEG 67,166,477,286,36
train/n01873310/n01873310_15836.JPEG 52,136,342,280,36
train/n01873310/n01873310_4412.JPEG 1,2,302,308,36
train/n01873310/n01873310_15791.JPEG 145,42,356,231,36
train/n01873310/n01873310_26576.JPEG 117,122,356,193,36
train/n02129165/n02129165_13340.JPEG 39,2,425,349,63
train/n02488291/n02488291_3761.JPEG 210,41,323,354,88
train/n02480495/n02480495_18162.JPEG 147,1,393,331,85
train/n02480495/n02480495_21921.JPEG 99,139,241,308,85
val_original/ILSVRC2012_val_00028636.JPEG 2,69,340,592,85
train/n02480495/n02480495_4609.JPEG 132,18,331,498,85
train/n02480495/n02480495_8678.JPEG 48,2,390,374,85
train/n02480495/n02480495_1469.JPEG 153,1,499,332,85
train/n01847000/n01847000_11626.JPEG 1,123,369,259,33
train/n01847000/n01847000_5017.JPEG 204,102,401,225,33
train/n01847000/n01847000_4175.JPEG 159,71,367,244,33
train/n01847000/n01847000_7296.JPEG 103,186,370,258,33
train/n02113186/n02113186_10972.JPEG 242,92,323,197,52
train/n02113023/n02113023_6519.JPEG 62,205,292,496,52
train/n02113023/n02113023_7914.JPEG 82,31,401,403,52
train/n02113186/n02113186_12499.JPEG 105,1,372,269,52
train/n02113186/n02113186_4976.JPEG 248,101,374,245,52
train/n02489166/n02489166_3959.JPEG 49,27,154,202,90
train/n02489166/n02489166_629.JPEG 44,74,370,332,90
val_original/ILSVRC2012_val_00008428.JPEG 1,61,493,498,90
train/n02489166/n02489166_9147.JPEG 27,145,292,465,90
train/n02489166/n02489166_10470.JPEG 118,140,360,445,90
train/n02489166/n02489166_10031.JPEG 6,46,345,332,90
train/n02134418/n02134418_282.JPEG 167,62,369,388,68
train/n02134418/n02134418_1817.JPEG 1,25,365,498,68
train/n02134418/n02134418_4460.JPEG 35,40,455,315,68
train/n02134418/n02134418_557.JPEG 30,103,306,305,68
train/n02134418/n02134418_134.JPEG 49,180,196,359,68
train/n02422106/n02422106_4314.JPEG 130,91,276,383,77
train/n02422106/n02422106_108.JPEG 160,132,319,298,77
train/n02422106/n02422106_79.JPEG 42,42,205,175,77
train/n02422106/n02422106_760.JPEG 254,60,432,328,77 69,205,182,323,77
train/n02422106/n02422106_314.JPEG 40,57,202,181,77
train/n02437312/n02437312_1845.JPEG 174,214,286,490,78
train/n02437312/n02437312_4870.JPEG 36,181,331,498,78
train/n02437312/n02437312_4209.JPEG 61,95,273,498,78 277,222,373,498,78 351,331,373,488,78
train/n02437312/n02437312_10719.JPEG 1,57,478,331,78
train/n02437312/n02437312_7295.JPEG 167,4,499,374,78
train/n01695060/n01695060_11254.JPEG 72,61,499,286,17
train/n01695060/n01695060_918.JPEG 1,71,459,372,17
train/n01695060/n01695060_2061.JPEG 1,63,484,412,17
train/n01695060/n01695060_7032.JPEG 65,69,498,331,17
train/n01695060/n01695060_19329.JPEG 1,15,450,332,17
train/n02116738/n02116738_9543.JPEG 188,145,328,255,54 124,140,198,254,54
train/n02116738/n02116738_17038.JPEG 4,1,441,332,54
train/n02116738/n02116738_6656.JPEG 112,44,409,254,54
train/n02116738/n02116738_9829.JPEG 1,39,170,299,54
train/n02116738/n02116738_10872.JPEG 121,87,414,336,54
train/n02454379/n02454379_9086.JPEG 3,1,424,229,83
train/n02454379/n02454379_9858.JPEG 91,122,334,230,83
train/n02454379/n02454379_2449.JPEG 1,1,385,319,83
train/n02454379/n02454379_9372.JPEG 31,15,498,300,83
train/n02454379/n02454379_10239.JPEG 2,27,359,297,83
train/n02454379/n02454379_8684.JPEG 3,85,351,214,83
train/n02643566/n02643566_3275.JPEG 1,1,499,331,99
train/n02643566/n02643566_3504.JPEG 131,5,473,357,99
train/n02643566/n02643566_2931.JPEG 34,24,462,398,99
train/n02643566/n02643566_2860.JPEG 1,1,410,471,99
train/n01698640/n01698640_5760.JPEG 1,19,499,332,18
train/n01698640/n01698640_4879.JPEG 1,14,478,272,18
train/n01698640/n01698640_3726.JPEG 17,43,383,211,18
train/n01698640/n01698640_1726.JPEG 160,209,389,260,18
train/n01698640/n01698640_5027.JPEG 1,1,499,294,18
train/n01817953/n01817953_1352.JPEG 20,49,312,255,28
train/n01817953/n01817953_7644.JPEG 189,67,439,335,28
train/n01817953/n01817953_13421.JPEG 3,64,416,333,28
val_original/ILSVRC2012_val_00038169.JPEG 3,27,481,498,28
train/n01817953/n01817953_4792.JPEG 37,47,439,374,28
train/n01817953/n01817953_6388.JPEG 18,87,495,374,28
val_original/ILSVRC2012_val_00024987.JPEG 100,11,369,331,38 72,103,143,212,38
val_original/ILSVRC2012_val_00046059.JPEG 130,140,317,230,38
train/n01883070/n01883070_7343.JPEG 1,1,499,373,38
train/n01883070/n01883070_2113.JPEG 1,38,498,493,38
train/n01883070/n01883070_9228.JPEG 77,92,409,304,38
train/n01883070/n01883070_2861.JPEG 66,33,331,381,38
val_original/ILSVRC2012_val_00015823.JPEG 122,72,403,323,22
val_original/ILSVRC2012_val_00009169.JPEG 53,28,499,317,22
train/n01735189/n01735189_12306.JPEG 78,84,484,373,22
train/n02514041/n02514041_5009.JPEG 11,30,273,169,96
train/n02514041/n02514041_4662.JPEG 22,151,404,276,96
train/n02514041/n02514041_6860.JPEG 408,116,513,647,96 192,76,255,612,96 577,87,684,627,96 319,90,397,627,96
train/n02514041/n02514041_2352.JPEG 135,46,450,598,96
train/n01871265/n01871265_425.JPEG 7,13,202,151,35
train/n01871265/n01871265_1964.JPEG 175,122,317,233,35
val_original/ILSVRC2012_val_00038663.JPEG 130,0,340,355,35
train/n01871265/n01871265_7438.JPEG 36,43,331,396,35
train/n02488702/n02488702_2926.JPEG 20,1,238,148,89
train/n02129165/n02129165_10449.JPEG 248,135,420,322,63
train/n02129165/n02129165_10594.JPEG 246,190,457,308,63
train/n02129165/n02129165_20179.JPEG 16,1,308,498,63
train/n02129165/n02129165_22299.JPEG 1,126,373,468,63
train/n02129165/n02129165_2303.JPEG 1,1,480,374,63
train/n02007558/n02007558_7689.JPEG 1,75,331,498,40
train/n02007558/n02007558_10210.JPEG 380,133,406,210,40 133,116,180,254,40 197,145,274,199,40 45,179,95,234,40
val_original/ILSVRC2012_val_00034548.JPEG 0,20,335,498,40
train/n02007558/n02007558_5706.JPEG 90,137,252,330,40 215,115,344,329,40
val_original/ILSVRC2012_val_00033827.JPEG 80,106,442,273,83
train/n02454379/n02454379_8417.JPEG 135,72,301,275,83
train/n02454379/n02454379_326.JPEG 137,38,408,301,83
train/n02454379/n02454379_3859.JPEG 73,58,249,393,83
train/n02422106/n02422106_1523.JPEG 179,99,307,225,77
train/n02127052/n02127052_20326.JPEG 46,22,331,498,59
train/n02127052/n02127052_5904.JPEG 124,141,391,277,59
train/n02127052/n02127052_408.JPEG 1,48,331,498,59
val_original/ILSVRC2012_val_00027736.JPEG 145,177,665,433,59
train/n02127052/n02127052_5161.JPEG 177,93,323,195,59
train/n02127052/n02127052_22986.JPEG 1,1,499,332,59
train/n02037110/n02037110_5788.JPEG 123,111,458,304,45
train/n02037110/n02037110_1258.JPEG 196,132,302,197,45
train/n02037110/n02037110_7608.JPEG 258,155,471,337,45 58,119,267,306,45
train/n02037110/n02037110_5019.JPEG 49,69,300,201,45
train/n02037110/n02037110_2966.JPEG 77,107,337,262,45
train/n02037110/n02037110_235.JPEG 313,73,419,155,45
train/n01664065/n01664065_7912.JPEG 1,33,481,315,12
train/n01664065/n01664065_2048.JPEG 15,23,251,173,12
train/n02128385/n02128385_14869.JPEG 178,131,282,309,60
train/n02128385/n02128385_4404.JPEG 1,47,357,332,60
train/n02128385/n02128385_6931.JPEG 7,10,333,498,60
train/n02128385/n02128385_14109.JPEG 1,44,395,295,60
train/n02128385/n02128385_6306.JPEG 1,108,479,332,60
train/n02128385/n02128385_2353.JPEG 1,1,394,498,60
train/n02480855/n02480855_19142.JPEG 60,138,248,408,86
train/n02480855/n02480855_8788.JPEG 107,99,293,203,86
train/n02480855/n02480855_18229.JPEG 143,57,339,373,86
train/n02480855/n02480855_3298.JPEG 123,38,358,425,86
train/n02480855/n02480855_1886.JPEG 21,151,339,467,86
train/n01753488/n01753488_2779.JPEG 1,56,210,349,24
train/n01753488/n01753488_10420.JPEG 45,12,494,341,24
val_original/ILSVRC2012_val_00041616.JPEG 26,21,470,312,24
val_original/ILSVRC2012_val_00033674.JPEG 247,255,344,321,24
train/n01753488/n01753488_6994.JPEG 1,180,351,374,24
train/n02398521/n02398521_16041.JPEG 1,1,435,314,74
train/n02398521/n02398521_4198.JPEG 56,73,409,267,74
train/n02398521/n02398521_5108.JPEG 3,1,351,262,74
train/n02398521/n02398521_33980.JPEG 74,119,370,255,74
train/n02398521/n02398521_22868.JPEG 143,117,404,212,74
train/n01877812/n01877812_6135.JPEG 84,110,229,300,37
train/n01877812/n01877812_12143.JPEG 1,216,252,316,37
train/n02133161/n02133161_2476.JPEG 145,84,435,320,67
train/n02133161/n02133161_1671.JPEG 137,187,287,287,67
train/n02133161/n02133161_10330.JPEG 189,142,309,241,67
val_original/ILSVRC2012_val_00019862.JPEG 452,322,690,541,67
train/n02133161/n02133161_467.JPEG 1,1,498,374,67
train/n01843065/n01843065_1565.JPEG 239,59,358,276,31
train/n01843065/n01843065_3956.JPEG 95,105,237,420,31
train/n01843065/n01843065_5102.JPEG 70,35,295,476,31
train/n01843065/n01843065_2030.JPEG 117,83,256,462,31
train/n01592084/n01592084_7644.JPEG 81,100,487,352,7
train/n01592084/n01592084_2896.JPEG 53,123,189,376,7
train/n01740131/n01740131_5864.JPEG 1,40,445,492,23
train/n01740131/n01740131_5549.JPEG 231,117,523,382,23
train/n01740131/n01740131_4723.JPEG 17,15,114,103,23
val_original/ILSVRC2012_val_00025544.JPEG 54,44,475,332,23
train/n01740131/n01740131_10741.JPEG 37,56,479,245,23
train/n01740131/n01740131_4080.JPEG 85,127,637,403,23
train/n02120505/n02120505_12994.JPEG 5,33,186,190,57
train/n02120505/n02120505_12879.JPEG 76,36,322,295,57
train/n02120505/n02120505_645.JPEG 37,3,384,335,57
train/n02120505/n02120505_10536.JPEG 91,107,225,287,57
train/n01833805/n01833805_4132.JPEG 65,126,336,392,30
train/n01833805/n01833805_8450.JPEG 46,217,333,368,30
train/n01833805/n01833805_8103.JPEG 199,110,312,213,30
train/n01833805/n01833805_1561.JPEG 68,61,445,382,30
train/n01833805/n01833805_7314.JPEG 284,214,403,254,30
train/n01833805/n01833805_2684.JPEG 188,1,383,261,30
val_original/ILSVRC2012_val_00006725.JPEG 375,192,398,226,35 328,201,364,244,35
train/n01871265/n01871265_3752.JPEG 50,1,499,395,35
train/n01675722/n01675722_4175.JPEG 205,122,267,233,14
train/n01675722/n01675722_1705.JPEG 91,147,469,269,14
val_original/ILSVRC2012_val_00013269.JPEG 24,27,488,315,14
train/n01675722/n01675722_4150.JPEG 17,49,498,278,14
train/n02130308/n02130308_4068.JPEG 18,3,330,498,65
train/n02130308/n02130308_20288.JPEG 76,91,439,284,65
val_original/ILSVRC2012_val_00007031.JPEG 17,27,328,376,65
train/n02130308/n02130308_974.JPEG 196,66,361,304,65
train/n01871265/n01871265_6562.JPEG 38,3,376,493,35
train/n01871265/n01871265_1702.JPEG 85,45,407,268,35
train/n01871265/n01871265_3387.JPEG 83,1,331,498,35
train/n01871265/n01871265_10194.JPEG 156,202,222,371,35 232,302,250,342,35
train/n02007558/n02007558_9274.JPEG 174,58,451,322,40
train/n02007558/n02007558_5320.JPEG 100,32,459,286,40
train/n02007558/n02007558_13213.JPEG 3,1,231,187,40 206,158,478,266,40
train/n02504013/n02504013_11836.JPEG 29,69,150,153,95
train/n02504013/n02504013_6280.JPEG 56,32,230,352,95 95,1,252,169,95
train/n02504013/n02504013_3386.JPEG 1,1,499,330,95
val_original/ILSVRC2012_val_00037615.JPEG 379,111,830,718,95
train/n01883070/n01883070_7718.JPEG 57,192,375,493,38
train/n01883070/n01883070_5602.JPEG 177,225,266,303,38
val_original/ILSVRC2012_val_00023999.JPEG 20,78,254,383,38
train/n01883070/n01883070_4823.JPEG 125,86,309,326,38
train/n01883070/n01883070_1078.JPEG 151,80,329,255,38
train/n01883070/n01883070_2041.JPEG 113,56,439,374,38
train/n01883070/n01883070_8077.JPEG 3,5,358,487,38
train/n01847000/n01847000_14100.JPEG 122,60,424,367,33
train/n01847000/n01847000_4780.JPEG 190,76,356,289,33
train/n01847000/n01847000_27277.JPEG 163,155,481,289,33
train/n01847000/n01847000_1697.JPEG 27,64,480,246,33
train/n02497673/n02497673_802.JPEG 1,19,499,373,94
train/n02497673/n02497673_5947.JPEG 68,3,327,374,94
train/n02497673/n02497673_9848.JPEG 87,60,247,382,94
train/n02497673/n02497673_1003.JPEG 81,87,323,482,94
train/n02443114/n02443114_22316.JPEG 6,31,302,216,81
train/n02443114/n02443114_23785.JPEG 21,10,408,323,81
train/n02443114/n02443114_27520.JPEG 136,46,487,330,81
train/n02443114/n02443114_26176.JPEG 47,146,273,339,81
train/n02443114/n02443114_14441.JPEG 145,26,306,171,81
train/n01877812/n01877812_4820.JPEG 1,1,394,374,37
train/n01877812/n01877812_10306.JPEG 177,77,423,287,37
train/n01877812/n01877812_237.JPEG 144,25,498,345,37
train/n01877812/n01877812_11117.JPEG 37,37,491,220,37
train/n01877812/n01877812_4552.JPEG 25,90,305,319,37
train/n02454379/n02454379_9757.JPEG 223,152,269,201,83
train/n02454379/n02454379_1953.JPEG 31,2,499,324,83
train/n02454379/n02454379_1220.JPEG 25,78,477,385,83
train/n02492035/n02492035_1433.JPEG 174,124,314,378,92
train/n02492035/n02492035_43817.JPEG 205,118,369,248,92
train/n02492035/n02492035_4844.JPEG 134,43,360,308,92
train/n02492035/n02492035_7864.JPEG 67,193,276,407,92
train/n02492035/n02492035_1575.JPEG 209,106,384,332,92
train/n02011460/n02011460_2362.JPEG 59,49,491,331,42
train/n02011460/n02011460_742.JPEG 66,77,233,416,42
val_original/ILSVRC2012_val_00047153.JPEG 107,34,388,294,42
train/n02011460/n02011460_1680.JPEG 105,30,447,319,42
train/n02011460/n02011460_1496.JPEG 93,41,316,437,42
train/n02011460/n02011460_1824.JPEG 147,30,346,294,42
train/n02009229/n02009229_2259.JPEG 243,42,363,245,41
val_original/ILSVRC2012_val_00034578.JPEG 51,62,450,305,41
train/n02009229/n02009229_2424.JPEG 254,66,365,215,41 339,149,420,259,41
train/n01883070/n01883070_4337.JPEG 146,6,495,446,38
train/n01883070/n01883070_6264.JPEG 114,99,330,308,38
val_original/ILSVRC2012_val_00012898.JPEG 46,151,298,498,38 150,15,293,182,38
train/n01582220/n01582220_760.JPEG 29,104,412,332,6
train/n01582220/n01582220_4989.JPEG 97,153,408,292,6
train/n01582220/n01582220_10543.JPEG 80,87,474,233,6
train/n01582220/n01582220_5908.JPEG 145,114,480,303,6
train/n01582220/n01582220_3837.JPEG 36,113,316,368,6
train/n01582220/n01582220_5870.JPEG 173,104,499,265,6
train/n02328150/n02328150_10965.JPEG 182,145,289,224,71
train/n02328150/n02328150_13475.JPEG 21,71,472,337,71
val_original/ILSVRC2012_val_00015153.JPEG 21,136,498,432,71
train/n01675722/n01675722_2143.JPEG 17,20,572,356,14
train/n01675722/n01675722_599.JPEG 7,74,486,211,14
train/n01675722/n01675722_2311.JPEG 79,102,442,279,14
train/n01675722/n01675722_3846.JPEG 1,32,503,359,14
train/n02494079/n02494079_5586.JPEG 196,64,301,172,93
train/n02494079/n02494079_1489.JPEG 201,103,681,767,93
train/n02494079/n02494079_4945.JPEG 82,18,256,274,93
val_original/ILSVRC2012_val_00047853.JPEG 129,81,348,352,93
train/n02494079/n02494079_287.JPEG 179,104,286,224,93
val_original/ILSVRC2012_val_00031195.JPEG 124,33,403,337,93
train/n02494079/n02494079_8422.JPEG 111,31,314,294,93
train/n01873310/n01873310_8836.JPEG 3,63,251,133,36
train/n02128385/n02128385_146.JPEG 228,213,451,301,60
train/n02128385/n02128385_16889.JPEG 1,113,402,334,60
train/n02128385/n02128385_1164.JPEG 1,1,41,47,60
train/n02128385/n02128385_5341.JPEG 5,56,398,498,60
train/n02116738/n02116738_1685.JPEG 103,89,361,392,54
train/n02116738/n02116738_9302.JPEG 127,135,471,270,54
train/n02116738/n02116738_23550.JPEG 187,133,373,691,54
train/n02116738/n02116738_21115.JPEG 70,75,502,352,54
train/n02116738/n02116738_6133.JPEG 3,33,60,83,54 52,38,96,73,54
train/n02398521/n02398521_1494.JPEG 158,1,476,334,74
val_original/ILSVRC2012_val_00034570.JPEG 34,37,227,204,74
train/n02398521/n02398521_4952.JPEG 34,43,419,332,74
train/n02398521/n02398521_18877.JPEG 103,1,498,331,74
train/n02398521/n02398521_6448.JPEG 83,69,312,255,74
train/n01560419/n01560419_7764.JPEG 174,123,280,270,5
train/n01560419/n01560419_5374.JPEG 61,97,288,313,5
train/n01560419/n01560419_7617.JPEG 37,36,332,490,5
train/n01560419/n01560419_7386.JPEG 26,107,401,461,5
train/n01560419/n01560419_5158.JPEG 187,110,381,327,5
train/n02128385/n02128385_20340.JPEG 1,3,431,332,60
train/n02128385/n02128385_13215.JPEG 1,10,422,498,60
train/n01632458/n01632458_1699.JPEG 102,91,479,282,10
train/n01632458/n01632458_5853.JPEG 64,1,482,318,10
train/n01632458/n01632458_669.JPEG 39,34,406,386,10
train/n01632458/n01632458_703.JPEG 1,9,956,619,10
train/n02127052/n02127052_106.JPEG 1,61,493,332,59
train/n02127052/n02127052_11143.JPEG 87,125,242,291,59 212,193,491,299,59
train/n02127052/n02127052_4808.JPEG 1,2,297,179,59
train/n02127052/n02127052_23191.JPEG 131,52,382,307,59
train/n02127052/n02127052_22871.JPEG 1,21,194,129,59
train/n02134418/n02134418_2572.JPEG 188,147,240,189,68
train/n02134418/n02134418_5120.JPEG 63,79,244,228,68
train/n02134418/n02134418_5534.JPEG 1,1,317,268,68
train/n02134418/n02134418_1080.JPEG 77,19,372,256,68
train/n02134418/n02134418_6147.JPEG 143,1,333,285,68
train/n01675722/n01675722_4021.JPEG 101,5,227,437,14
train/n01675722/n01675722_3982.JPEG 30,83,447,333,14
train/n01675722/n01675722_3879.JPEG 1,9,226,143,14
val_original/ILSVRC2012_val_00003904.JPEG 39,105,356,332,14
train/n01675722/n01675722_2294.JPEG 32,39,249,160,14
train/n01675722/n01675722_3266.JPEG 1,99,430,319,14
train/n02066245/n02066245_27585.JPEG 1,78,499,224,47
train/n02066245/n02066245_1260.JPEG 229,258,286,269,47
train/n02066245/n02066245_8779.JPEG 1,58,303,330,47
val_original/ILSVRC2012_val_00000496.JPEG 174,172,302,217,47
train/n02066245/n02066245_25509.JPEG 124,66,499,333,47
train/n02066245/n02066245_27922.JPEG 45,80,356,228,47
train/n02480495/n02480495_2564.JPEG 55,143,385,237,85
